tweet,username,clean_tweet,sentiment
"#BreakingNews #Data @kemkominfo @yuhefizar @jokowi @InfoPadang_ @infoSumbar @InfoPadang_ #RaitForum #petaka #Waspada Petaka !!! 100 Ribu Data Pribadi Bocor, Yuhefizar: Pemerintah Harus Segera Sahkan UU Perlindungan Data Pribadi https://t.co/m7RgiWChdh",romelton,"#BreakingNews #Data @kemkominfo @yuhefizar @jokowi @InfoPadang_ @infoSumbar @InfoPadang_ #RaitForum #petaka #Waspada Petaka !!! 100 Ribu Data Pribadi Bocor, Yuhefizar: Pemerintah Harus Segera Sahkan UU Perlindungan Data Pribadi https://t.co/m7RgiWChdh",Neutral
"Yah pak, semakin lama semakin sulit berekspresi dan hak perlindungan data pribadi semakin hilang @kemkominfo @jokowi . Ayoklah mulai bersikap dewasa",bukankitaa,"Yah pak, semakin lama semakin sulit berekspresi dan hak perlindungan data pribadi semakin hilang @kemkominfo @jokowi . Ayoklah mulai bersikap dewasa",Negative
"Perlindungan data apaan, maen sebar file info pribadi macam nama, no HP, alamat, dan tanggal lahir, lengkap semua satu lembaga disebar :))) memang kudu pasrah aja udah",edukotor,"Perlindungan data apaan, maen sebar file info pribadi macam nama, no HP, alamat, dan tanggal lahir, lengkap semua satu lembaga disebar :))) memang kudu pasrah aja udah",Neutral
DPC GMNI Pekanbaru Pinta Pemerintah dan DPR Serius Soal Perlindungan Data Pribadi https://t.co/Yd6oORwggb https://t.co/in2CNdHgub,MedialokalCo,DPC GMNI Pekanbaru Pinta Pemerintah dan DPR Serius Soal Perlindungan Data Pribadi https://t.co/Yd6oORwggb https://t.co/in2CNdHgub,Positive
RUU Perlindungan Data Pribadi Dibahas di DPR Tahun Ini https://t.co/fXnSoBwqw0 #beritajogja #jogja #jogjaistimewa https://t.co/8CuALWqqOw,Harian_Jogja,RUU Perlindungan Data Pribadi Dibahas di DPR Tahun Ini https://t.co/fXnSoBwqw0 #beritajogja #jogja #jogjaistimewa https://t.co/8CuALWqqOw,Neutral
"Pasal 27-30, pengendali data pribadi dngn melakukan langkah teknis operasional. Pasal 45-46, dalam hal tertentu pengendali atau pengelola data wajib menunjuk seseorang pejabat atau petugas yang melaksanakan fungsi perlindungan data pribadi. sumber ; kompas",arisaijaz,"Pasal 27-30, pengendali data pribadi dngn melakukan langkah teknis operasional. Pasal 45-46, dalam hal tertentu pengendali atau pengelola data wajib menunjuk seseorang pejabat atau petugas yang melaksanakan fungsi perlindungan data pribadi. sumber ; kompas",Neutral
Sebelum tidur istirahat sy ingin multweet soal beberapa pentingnya RUU Perlindungan data. 1. Pasal 9 pemilik data pribadi jg berhak menarik kembali persetujuan pemrosesan data pribadi miliknya yg telah diberikan kpd pengendali data pribadi.,arisaijaz,Sebelum tidur istirahat sy ingin multweet soal beberapa pentingnya RUU Perlindungan data. 1. Pasal 9 pemilik data pribadi jg berhak menarik kembali persetujuan pemrosesan data pribadi miliknya yg telah diberikan kpd pengendali data pribadi.,Positive
Peran Penting RUU Perlindungan Data Pribadi di Ranah Digital https://t.co/hmV3m5KOiH,Bisniscom,Peran Penting RUU Perlindungan Data Pribadi di Ranah Digital https://t.co/hmV3m5KOiH,Positive
"Sudah pernah terima SMS jual obat kuat atau judi online belum, Bu? RUU Perlindungan Data Pribadi disegerakan saja untuk dibahas dan disahkan. 🙏 https://t.co/ycIaRIAzoA",sigitwid,"Sudah pernah terima SMS jual obat kuat atau judi online belum, Bu? RUU Perlindungan Data Pribadi disegerakan saja untuk dibahas dan disahkan. 🙏 https://t.co/ycIaRIAzoA",Neutral
"Selangkah Lagi, RUU Perlindungan Data Pribadi Disahkan https://t.co/8YBLNXQnvX",Bisniscom,"Selangkah Lagi, RUU Perlindungan Data Pribadi Disahkan https://t.co/8YBLNXQnvX",Neutral
@WagimanDeep212_ makanya UU Perlindungan data pribadi cepet2 di sah kan dan kebanyakan yg diserang sms spam kyk nya no telkomsel. binik gw pake indosat adem ayem,dionRex,@WagimanDeep212_ makanya UU Perlindungan data pribadi cepet2 di sah kan dan kebanyakan yg diserang sms spam kyk nya no telkomsel. binik gw pake indosat adem ayem,Neutral
Kenapa sosialisasi pasal pencemaran nama baik dan hoax lebih gencar daripada sosialisasi perlindungan data pribadi?,anwar_maul,Kenapa sosialisasi pasal pencemaran nama baik dan hoax lebih gencar daripada sosialisasi perlindungan data pribadi?,Neutral
"Tema kedua ""Pentingnya Perlindungan Data Pribadi” bersama Firman Kurniawan dan Dedy Permadi Selasa, 23 Maret 2021 pukul 19.00 WIB #CharlesZoraZeeTylerMarta #TVRI #MediaPemersatuBangsa #CharlesIndonesiaBicara https://t.co/PTZ6IS0izA",TheMartaSaputra,"Tema kedua ""Pentingnya Perlindungan Data Pribadi” bersama Firman Kurniawan dan Dedy Permadi Selasa, 23 Maret 2021 pukul 19.00 WIB #CharlesZoraZeeTylerMarta #TVRI #MediaPemersatuBangsa #CharlesIndonesiaBicara https://t.co/PTZ6IS0izA",Positive
"Tema kedua ""Pentingnya Perlindungan Data Pribadi” bersama Firman Kurniawan dan Dedy Permadi Selasa, 23 Maret 2021 pukul 19.00 WIB #TVRI #TVRINasional #MediaPemersatuBangsa #DialogIndonesiaBicara https://t.co/2yDaMHtCZD",TVRINasional,"Tema kedua ""Pentingnya Perlindungan Data Pribadi” bersama Firman Kurniawan dan Dedy Permadi Selasa, 23 Maret 2021 pukul 19.00 WIB #TVRI #TVRINasional #MediaPemersatuBangsa #DialogIndonesiaBicara https://t.co/2yDaMHtCZD",Positive
"Menurut anggota Komisi I DPR RI Fraksi Golkar, Bobby Rizaldy, Indonesia akan memiliki UU Perlindungan Data Pribadi saat Lebaran tahun ini tiba. https://t.co/P3kd8h3MIO",kompascom,"Menurut anggota Komisi I DPR RI Fraksi Golkar, Bobby Rizaldy, Indonesia akan memiliki UU Perlindungan Data Pribadi saat Lebaran tahun ini tiba. https://t.co/P3kd8h3MIO",Neutral
"DPR Sahkan Prolegnas Prioritas 2021, Ada RUU Perlindungan Data Pribadi https://t.co/t78dARap0g",KompasTekno,"DPR Sahkan Prolegnas Prioritas 2021, Ada RUU Perlindungan Data Pribadi https://t.co/t78dARap0g",Positive
"UU Perlindungan Data Pribadi akan Segera Disahkan DPR, Targetnya Sebelum Idul Fitri https://t.co/7e0S593MWh https://t.co/pBNRxiTlEC",KompasTV,"UU Perlindungan Data Pribadi akan Segera Disahkan DPR, Targetnya Sebelum Idul Fitri https://t.co/7e0S593MWh https://t.co/pBNRxiTlEC",Neutral
"Terima kasih kepada yang telah mengikuti webinar di Youtube atau Twitter. Unduh #RingkasanKebijakanCIPS terbaru ""Kerahasiaan Data dalam Peraturan Perundang-Undangan Perlindungan Data Pribadi di Indonesia"" di Lengkap: https://t.co/Cj4QKAI0aD Infografik: https://t.co/tO719jken0",cips_id,"Terima kasih kepada yang telah mengikuti webinar di Youtube atau Twitter. Unduh #RingkasanKebijakanCIPS terbaru ""Kerahasiaan Data dalam Peraturan Perundang-Undangan Perlindungan Data Pribadi di Indonesia"" di Lengkap: https://t.co/Cj4QKAI0aD Infografik: https://t.co/tO719jken0",Positive
"Terkait independensi yang masih rendah pada #RUUPDP, poin tersebut juga menjadi bagian yang kami bahas di #RingkasanKebijakanCIPs terbaru berjudul ""Kerahasiaan Data dalam Peraturan Perundang-Undangan Perlindungan Data Pribadi di Indonesia"". Unduh https://t.co/ORzztdYPDd",cips_id,"Terkait independensi yang masih rendah pada #RUUPDP, poin tersebut juga menjadi bagian yang kami bahas di #RingkasanKebijakanCIPs terbaru berjudul ""Kerahasiaan Data dalam Peraturan Perundang-Undangan Perlindungan Data Pribadi di Indonesia"". Unduh https://t.co/ORzztdYPDd",Negative
"Peneliti @cips_id @rineaudrine memaparkan tentang manfaat ekonomi digital seperti meningkatkan ekonomi Indonesia lewat kegiatan jual beli online. Tapi, di satu sisi perlindungan data pribadi masih rentan. Ikuti diskusinya https://t.co/QEZfXEJjIo https://t.co/83lEZbC0zr",cips_id,"Peneliti @cips_id @rineaudrine memaparkan tentang manfaat ekonomi digital seperti meningkatkan ekonomi Indonesia lewat kegiatan jual beli online. Tapi, di satu sisi perlindungan data pribadi masih rentan. Ikuti diskusinya https://t.co/QEZfXEJjIo https://t.co/83lEZbC0zr",Positive
DPR: Undang-Undang Perlindungan Data Pribadi Disahkan dalam Waktu Dekat https://t.co/SvaWpTotZ0,KompasTekno,DPR: Undang-Undang Perlindungan Data Pribadi Disahkan dalam Waktu Dekat https://t.co/SvaWpTotZ0,Neutral
Webinar #CIPSEvent​ Seri Ekonomi Digital: Memastikan Transparansi dan Perlindungan Data Pribadi pada RUU PDP telah dimulai! Kami membukanya dengan sebuah video terkait perlindungan data pribadi yang Anda bisa tonton juga di https://t.co/FicTn3Osuh,cips_id,Webinar #CIPSEvent​ Seri Ekonomi Digital: Memastikan Transparansi dan Perlindungan Data Pribadi pada RUU PDP telah dimulai! Kami membukanya dengan sebuah video terkait perlindungan data pribadi yang Anda bisa tonton juga di https://t.co/FicTn3Osuh,Positive
Apakah Rancangan Undang-Undang Perlindungan Data Pribadi dapat menjadi payung hukum yang tepat untuk melindungi data pribadi masyarakat Indonesia?,cips_id,Apakah Rancangan Undang-Undang Perlindungan Data Pribadi dapat menjadi payung hukum yang tepat untuk melindungi data pribadi masyarakat Indonesia?,Positive
Undang Undang Perlindungan Data Pribadi dibutuhkan untuk mendorong lembaga-lembaga memperkuat pengamanan data dan agar aturan lalu lintas data antar negara kompatibel. #Polhuk #adadikompas https://t.co/hLAt9LGLg8,hariankompas,Undang Undang Perlindungan Data Pribadi dibutuhkan untuk mendorong lembaga-lembaga memperkuat pengamanan data dan agar aturan lalu lintas data antar negara kompatibel. #Polhuk #adadikompas https://t.co/hLAt9LGLg8,Positive
"13 THN LALU, UU NO 11/2008 TTG ITE AMANATKAN UTK MEMBENTUK UU PERLINDUNGAN DATA PRIBADI. NAMUN SAAT INI BARU BERWUJUD RUU. KENAPA ??",ASGARDYA,"13 THN LALU, UU NO 11/2008 TTG ITE AMANATKAN UTK MEMBENTUK UU PERLINDUNGAN DATA PRIBADI. NAMUN SAAT INI BARU BERWUJUD RUU. KENAPA ??",Neutral
@DamarJuniarto Terus perlindungan data pribadi di mana?,nuklirsenjata,@DamarJuniarto Terus perlindungan data pribadi di mana?,Neutral
Aturan Perlindungan data pribadi penting karena selama ini secara nyata terlihat bahwa penegak hukum masih kesulitan untuk menerapkan sanksi tegas. https://t.co/1N5QSOldDt,kompascom,Aturan Perlindungan data pribadi penting karena selama ini secara nyata terlihat bahwa penegak hukum masih kesulitan untuk menerapkan sanksi tegas. https://t.co/1N5QSOldDt,Negative
"Dibilang 279 juta data peserta BPJS bocor, termasuk yang dari ASN, TNI dan Polri. RUU Perlindungan Data Pribadi mengendap saja di DPR, belum ada progres. #Infografik https://t.co/1C0PUYH3U6 https://t.co/DersFXCPNd",LokadataID,"Dibilang 279 juta data peserta BPJS bocor, termasuk yang dari ASN, TNI dan Polri. RUU Perlindungan Data Pribadi mengendap saja di DPR, belum ada progres. #Infografik https://t.co/1C0PUYH3U6 https://t.co/DersFXCPNd",Neutral
@DamarJuniarto @ismailfahmi Nah lho... Dendanya lbh besar dari korupsi lho... Ada yg membahas khusus ttg perlindungan data pribadi serta pinjol gak mas?,humblebee2021,@DamarJuniarto @ismailfahmi Nah lho... Dendanya lbh besar dari korupsi lho... Ada yg membahas khusus ttg perlindungan data pribadi serta pinjol gak mas?,Negative
"Data BPJS Kesehatan Bocor, Aturan Perlindungan Data Pribadi Urgen https://t.co/C1vP0QOYkn",Bisniscom,"Data BPJS Kesehatan Bocor, Aturan Perlindungan Data Pribadi Urgen https://t.co/C1vP0QOYkn",Neutral
DPR mendorong percepatan pembahasan RUU Perlindungan Data Pribadi untuk mencegah pengulangan kebocoran data pribadi. https://t.co/eUHN1AHDqq #KoranTempo,korantempo,DPR mendorong percepatan pembahasan RUU Perlindungan Data Pribadi untuk mencegah pengulangan kebocoran data pribadi. https://t.co/eUHN1AHDqq #KoranTempo,Negative
"Data WNI Bocor, Menteri PANRB Minta DPR Sahkan RUU Perlindungan Data Pribadi https://t.co/e3JpJdutIy",eranasionalcom,"Data WNI Bocor, Menteri PANRB Minta DPR Sahkan RUU Perlindungan Data Pribadi https://t.co/e3JpJdutIy",Neutral
@xvidgmbk Dulu pernah ell bahas bgaimana UU perlindungan data pribadi wajib/musti di sahkan.... eeeeh skrg yg pgang dta pribadi malah pada mingkem.,BackupDgmbk,@xvidgmbk Dulu pernah ell bahas bgaimana UU perlindungan data pribadi wajib/musti di sahkan.... eeeeh skrg yg pgang dta pribadi malah pada mingkem.,Neutral
@henrysubiakto Ini akibat DPR belum juga mensyahkan UU perlindungan data pribadi 🙄,_LOVE_AG4EVER,@henrysubiakto Ini akibat DPR belum juga mensyahkan UU perlindungan data pribadi 🙄,Neutral
"Sementara itu, apa kerja Johnny si komplotan Orba 2? Dia abaikan pinjol! Dia abaikan (bahkan sabotase) perlindungan data pribadi warga! Ini buktinya: https://t.co/hMkTpSoLdW",RezkiSobri,"Sementara itu, apa kerja Johnny si komplotan Orba 2? Dia abaikan pinjol! Dia abaikan (bahkan sabotase) perlindungan data pribadi warga! Ini buktinya: https://t.co/hMkTpSoLdW",Neutral
"Data BPJS Bocor, Komisi I Ingin RUU Perlindungan Data Pribadi Cepat Rampung https://t.co/9ro2BJeaMq #TempoNasional",tempodotco,"Data BPJS Bocor, Komisi I Ingin RUU Perlindungan Data Pribadi Cepat Rampung https://t.co/9ro2BJeaMq #TempoNasional",Positive
"UU Perlindungan Data Pribadi mutlak dibutuhkan untuk melengkapi dan mengintegrasikan aturan, hingga mempersempit penyalahgunaan data. Termasuk amanah literasi thd regulasi keamanan data ke semua stake holders dan masyarakat. https://t.co/wiY3tgvCV3",henrysubiakto,"UU Perlindungan Data Pribadi mutlak dibutuhkan untuk melengkapi dan mengintegrasikan aturan, hingga mempersempit penyalahgunaan data. Termasuk amanah literasi thd regulasi keamanan data ke semua stake holders dan masyarakat. https://t.co/wiY3tgvCV3",Negative
Kemenpan RB dorong RUU Perlindungan Data Pribadi segera disahkan #ElshintaWeekend https://t.co/aV1Yst0UaS,ElshintaTegal_,Kemenpan RB dorong RUU Perlindungan Data Pribadi segera disahkan #ElshintaWeekend https://t.co/aV1Yst0UaS,Positive
Sahkan dong uu perlindungan data pribadi @DPR_RI,fauzygani23,Sahkan dong uu perlindungan data pribadi @DPR_RI,Neutral
"Dorong RUU Perlindungan Data Pribadi, Ketua Fraksi PAN DPR Minta BPJS Kesehatan Beri Penjelasan Terbuka https://t.co/U1LWiWcEPb",pikiran_rakyat,"Dorong RUU Perlindungan Data Pribadi, Ketua Fraksi PAN DPR Minta BPJS Kesehatan Beri Penjelasan Terbuka https://t.co/U1LWiWcEPb",Positive
Kemenpan RB dorong RUU Perlindungan Data Pribadi segera disahkan https://t.co/k2j6hBqsQ0,IDNNews_id,Kemenpan RB dorong RUU Perlindungan Data Pribadi segera disahkan https://t.co/k2j6hBqsQ0,Positive
"@kemkominfo Terpantau ngga ada jawaban, ya nasib rakyat bayar pajak mahal data pribadi bobol, ngga ada iktikad buat ngasih perlindungan. Oh iya lupa ini hari minggu, pegawai negeri sipil nya lagi libur ya. https://t.co/dZFFXeaGqm",emfahmifzl,"@kemkominfo Terpantau ngga ada jawaban, ya nasib rakyat bayar pajak mahal data pribadi bobol, ngga ada iktikad buat ngasih perlindungan. Oh iya lupa ini hari minggu, pegawai negeri sipil nya lagi libur ya. https://t.co/dZFFXeaGqm",Negative
@tubirfess Maraknya SMS/telepon penipuan menandakan urgensi UU Perlindungan Data Pribadi untuk segera disahkan agar oknum (taruhlah konter pulsa) nggak main jual nomor pelanggan seenak jidat mereka.,davosic,@tubirfess Maraknya SMS/telepon penipuan menandakan urgensi UU Perlindungan Data Pribadi untuk segera disahkan agar oknum (taruhlah konter pulsa) nggak main jual nomor pelanggan seenak jidat mereka.,Negative
"Regulasi Perlindungan Data Pribadi di Indonesia Masih Belum Jelas: Tak Ada Sanksi, Tak Ada Efek Jera https://t.co/dpLglwytLT",herusutadi,"Regulasi Perlindungan Data Pribadi di Indonesia Masih Belum Jelas: Tak Ada Sanksi, Tak Ada Efek Jera https://t.co/dpLglwytLT",Neutral
"Jamin Keamanan dan Kepercayaan Nasabah, BRI Fokus Program Perlindungan Data Pribadi https://t.co/zrl2mIiL2O https://t.co/jT7qpERvJg",AhmadNorMaulana,"Jamin Keamanan dan Kepercayaan Nasabah, BRI Fokus Program Perlindungan Data Pribadi https://t.co/zrl2mIiL2O https://t.co/jT7qpERvJg",Positive
BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital @BANKBRI_ID https://t.co/QFtX6nPCkS,radar_malang,BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital @BANKBRI_ID https://t.co/QFtX6nPCkS,Neutral
BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/R47xkuuoDi,WartaEkonomi,BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/R47xkuuoDi,Neutral
BRI Komitmen Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/X1cxRLOfz8,liputan6dotcom,BRI Komitmen Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/X1cxRLOfz8,Positive
"Jamin Keamanan &amp; Jaga Kepercayaan Nasabah, BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/2Hlh536HmC",Bisniscom,"Jamin Keamanan &amp; Jaga Kepercayaan Nasabah, BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/2Hlh536HmC",Positive
BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/tXcBuBwD0o,jawapos,BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/tXcBuBwD0o,Neutral
"Jamin Keamanan dan Kepercayaan Nasabah, BRI Fokus Program Perlindungan Data Pribadi: BRI telah memiliki program data privacy untuk memastikan keamanan data nasabah. Program ini memastikan terjaminnya kerahasiaan data nasabah BRI, di tengah terjadinya… https://t.co/B0hL3qI2ae",merdekadotcom,"Jamin Keamanan dan Kepercayaan Nasabah, BRI Fokus Program Perlindungan Data Pribadi: BRI telah memiliki program data privacy untuk memastikan keamanan data nasabah. Program ini memastikan terjaminnya kerahasiaan data nasabah BRI, di tengah terjadinya… https://t.co/B0hL3qI2ae",Positive
@glrhn @hnrspt blokir konten porno ✔️ Perlindungan data pribadi ✖️,rizataza,@glrhn @hnrspt blokir konten porno ✔️ Perlindungan data pribadi ✖️,Negative
"Jamin Keamanan &amp; Jaga Kepercayaan Nasabah, BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/5jzEhxD3Ot",jawapos,"Jamin Keamanan &amp; Jaga Kepercayaan Nasabah, BRI Fokus Jalankan Program Perlindungan Data Pribadi di Era Digital https://t.co/5jzEhxD3Ot",Positive
"yeah well i mean you have to pay for their service in one way or another, right? it's not like these ""free apps"" are actually free. where do they generate revenue then if you're using the services without paying them somehow? also that's why we need UU Perlindungan Data Pribadi.",binatangdjalang,"yeah well i mean you have to pay for their service in one way or another, right? it's not like these ""free apps"" are actually free. where do they generate revenue then if you're using the services without paying them somehow? also that's why we need UU Perlindungan Data Pribadi.",Neutral
